Species,Trap,Latitude,Longitude,WnvPresent,AvgSpeed,Cool,Day_of_year,Depart,Heat,PrecipTotal,ResultDir,ResultSpeed,SeaLevel,StnPressure,Tavg,Tmax,Tmin
6828,CULEX RESTUANS,T095,41.704336,-87.703736,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6829,CULEX PIPIENS,T095,41.704336,-87.703736,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6830,CULEX PIPIENS/RESTUANS,T039,41.911824,-87.726737,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6831,CULEX RESTUANS,T039,41.911824,-87.726737,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6832,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6833,CULEX RESTUANS,T061,41.801179,-87.679447,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6834,CULEX PIPIENS/RESTUANS,T062,41.800737,-87.71188,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6835,CULEX RESTUANS,T062,41.800737,-87.71188,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6836,CULEX PIPIENS/RESTUANS,T065,41.778297,-87.752411,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6837,CULEX RESTUANS,T065,41.778297,-87.752411,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6838,CULEX PIPIENS,T065,41.778297,-87.752411,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6839,CULEX PIPIENS/RESTUANS,T069,41.768388,-87.678649,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6840,CULEX PIPIENS,T069,41.768388,-87.678649,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6841,CULEX PIPIENS/RESTUANS,T073,41.773215,-87.60088,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6842,CULEX RESTUANS,T073,41.773215,-87.60088,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6843,CULEX PIPIENS,T073,41.773215,-87.60088,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6844,CULEX PIPIENS/RESTUANS,T074,41.822536,-87.666343,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6845,CULEX RESTUANS,T074,41.822536,-87.666343,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6846,CULEX PIPIENS/RESTUANS,T079,41.766202,-87.562889,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6847,CULEX RESTUANS,T079,41.766202,-87.562889,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6848,CULEX PIPIENS/RESTUANS,T080,41.754676,-87.612922,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6849,CULEX RESTUANS,T080,41.754676,-87.612922,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6850,CULEX PIPIENS/RESTUANS,T082,41.803423,-87.642984,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6851,CULEX RESTUANS,T082,41.803423,-87.642984,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6852,CULEX PIPIENS/RESTUANS,T083,41.754292,-87.590773,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6853,CULEX RESTUANS,T083,41.754292,-87.590773,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6854,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6855,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6856,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6857,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6858,CULEX RESTUANS,T114,41.798697,-87.736812,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6859,CULEX PIPIENS,T114,41.798697,-87.736812,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6860,CULEX PIPIENS/RESTUANS,T155,41.776156,-87.778927,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6861,CULEX PIPIENS/RESTUANS,T063,41.82561,-87.726549,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6862,CULEX RESTUANS,T063,41.82561,-87.726549,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6863,CULEX PIPIENS,T063,41.82561,-87.726549,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6864,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6865,CULEX RESTUANS,T115,41.673408,-87.599862,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6866,CULEX PIPIENS,T115,41.673408,-87.599862,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6867,CULEX PIPIENS/RESTUANS,T138,41.726465,-87.585413,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6868,CULEX PIPIENS/RESTUANS,T200,41.678618,-87.559308,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6869,CULEX RESTUANS,T200,41.678618,-87.559308,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6870,CULEX TERRITANS,T200,41.678618,-87.559308,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6871,CULEX PIPIENS/RESTUANS,T209,41.740641,-87.546587,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6872,CULEX PIPIENS,T209,41.740641,-87.546587,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6873,CULEX RESTUANS,T212,41.680946,-87.535198,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6874,CULEX PIPIENS,T212,41.680946,-87.535198,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6875,CULEX TERRITANS,T212,41.680946,-87.535198,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6876,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.565666,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6877,CULEX RESTUANS,T128,41.704572,-87.565666,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6878,CULEX PIPIENS,T128,41.704572,-87.565666,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6879,CULEX TERRITANS,T128,41.704572,-87.565666,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6880,CULEX PIPIENS/RESTUANS,T102,41.750498,-87.605294,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6881,CULEX RESTUANS,T102,41.750498,-87.605294,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6882,CULEX PIPIENS,T102,41.750498,-87.605294,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6883,CULEX PIPIENS/RESTUANS,T027,41.984809,-87.728492,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6884,CULEX RESTUANS,T027,41.984809,-87.728492,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6885,CULEX TERRITANS,T027,41.984809,-87.728492,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6886,CULEX PIPIENS/RESTUANS,T009,41.992478,-87.862995,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6887,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6888,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6889,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,1,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6890,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6891,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6892,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6893,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6894,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6895,CULEX RESTUANS,T900,41.974689,-87.890615,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6896,CULEX RESTUANS,T900,41.974689,-87.890615,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6897,CULEX RESTUANS,T900,41.974689,-87.890615,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6898,CULEX RESTUANS,T900,41.974689,-87.890615,1,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6899,CULEX RESTUANS,T900,41.974689,-87.890615,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6900,CULEX RESTUANS,T900,41.974689,-87.890615,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6901,CULEX RESTUANS,T900,41.974689,-87.890615,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6902,CULEX PIPIENS,T900,41.974689,-87.890615,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6903,CULEX PIPIENS,T900,41.974689,-87.890615,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6904,CULEX PIPIENS,T900,41.974689,-87.890615,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6905,CULEX PIPIENS,T900,41.974689,-87.890615,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6906,CULEX PIPIENS,T900,41.974689,-87.890615,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6907,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6908,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6909,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6910,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6911,CULEX RESTUANS,T903,41.957799,-87.930995,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6912,CULEX PIPIENS,T903,41.957799,-87.930995,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6913,CULEX PIPIENS/RESTUANS,T222,41.925198,-87.746381,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6914,CULEX RESTUANS,T222,41.925198,-87.746381,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6915,CULEX PIPIENS/RESTUANS,T223,41.973845,-87.805059,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6916,CULEX PIPIENS/RESTUANS,T223,41.973845,-87.805059,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6917,CULEX PIPIENS/RESTUANS,T223,41.973845,-87.805059,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6918,CULEX PIPIENS/RESTUANS,T223,41.973845,-87.805059,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6919,CULEX PIPIENS/RESTUANS,T223,41.973845,-87.805059,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6920,CULEX PIPIENS/RESTUANS,T223,41.973845,-87.805059,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6921,CULEX RESTUANS,T223,41.973845,-87.805059,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6922,CULEX PIPIENS/RESTUANS,T225,41.743402,-87.731435,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6923,CULEX RESTUANS,T225,41.743402,-87.731435,1,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6924,CULEX PIPIENS,T225,41.743402,-87.731435,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6925,CULEX PIPIENS/RESTUANS,T227,41.728495,-87.600963,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6926,CULEX RESTUANS,T227,41.728495,-87.600963,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6927,CULEX PIPIENS/RESTUANS,T224,41.947227,-87.671457,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6928,CULEX RESTUANS,T224,41.947227,-87.671457,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6929,CULEX PIPIENS/RESTUANS,T226,41.793818,-87.654234,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6930,CULEX RESTUANS,T226,41.793818,-87.654234,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6931,CULEX PIPIENS,T226,41.793818,-87.654234,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6932,CULEX RESTUANS,T230,41.904194,-87.756155,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6933,CULEX PIPIENS,T230,41.904194,-87.756155,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6934,CULEX PIPIENS/RESTUANS,T228,41.951866,-87.725057,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6935,CULEX RESTUANS,T228,41.951866,-87.725057,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6936,CULEX RESTUANS,T035,41.763733,-87.742302,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6937,CULEX PIPIENS/RESTUANS,T231,41.98728,-87.666066,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6938,CULEX RESTUANS,T231,41.98728,-87.666066,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6939,CULEX PIPIENS,T231,41.98728,-87.666066,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6940,CULEX PIPIENS/RESTUANS,T235,41.776428,-87.627096,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6941,CULEX RESTUANS,T235,41.776428,-87.627096,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6942,CULEX PIPIENS,T235,41.776428,-87.627096,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6943,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6944,CULEX RESTUANS,T002,41.95469,-87.800991,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6945,CULEX PIPIENS,T002,41.95469,-87.800991,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6946,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.654491,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6947,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6948,CULEX RESTUANS,T048,41.867108,-87.654224,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6949,CULEX PIPIENS/RESTUANS,T049,41.896282,-87.655232,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6950,CULEX RESTUANS,T049,41.896282,-87.655232,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6951,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6952,CULEX RESTUANS,T054,41.921965,-87.632085,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6953,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6954,CULEX RESTUANS,T094,41.720848,-87.666014,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6955,CULEX RESTUANS,T159,41.732984,-87.649642,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6956,CULEX PIPIENS,T159,41.732984,-87.649642,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6957,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6958,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6959,CULEX RESTUANS,T011,41.944869,-87.832763,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6960,CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6961,CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,1,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6962,CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6963,CULEX RESTUANS,T031,41.801498,-87.763416,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6964,CULEX TERRITANS,T031,41.801498,-87.763416,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6965,CULEX RESTUANS,T089,41.723195,-87.64997,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6966,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6967,CULEX RESTUANS,T090,41.868077,-87.666901,1,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6968,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6969,CULEX RESTUANS,T135,41.662014,-87.724608,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6970,CULEX TERRITANS,T135,41.662014,-87.724608,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6971,CULEX PIPIENS/RESTUANS,T145,41.878114,-87.629798,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6972,CULEX PIPIENS/RESTUANS,T147,41.932094,-87.700117,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6973,CULEX RESTUANS,T147,41.932094,-87.700117,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6974,CULEX PIPIENS,T147,41.932094,-87.700117,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6975,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6976,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6977,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6978,CULEX RESTUANS,T151,41.916265,-87.800515,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6979,CULEX PIPIENS,T151,41.916265,-87.800515,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6980,CULEX PIPIENS/RESTUANS,T152,41.846075,-87.716277,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6981,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6982,CULEX PIPIENS/RESTUANS,T220,41.963976,-87.69181,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6983,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6984,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6985,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6986,CULEX RESTUANS,T003,41.964242,-87.757639,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6987,CULEX PIPIENS,T003,41.964242,-87.757639,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6988,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.777921,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6989,CULEX RESTUANS,T008,42.008314,-87.777921,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6990,CULEX PIPIENS,T008,42.008314,-87.777921,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6991,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6992,CULEX RESTUANS,T012,41.991429,-87.747113,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6993,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6994,CULEX RESTUANS,T047,41.868142,-87.696269,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6995,CULEX PIPIENS,T047,41.868142,-87.696269,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6996,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6997,CULEX PIPIENS/RESTUANS,T018,42.010412,-87.66214,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6998,CULEX RESTUANS,T030,41.89923,-87.716788,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
6999,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.688267,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
7000,CULEX PIPIENS,T160,41.903002,-87.688267,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
7001,CULEX SALINARIUS,T160,41.903002,-87.688267,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
7002,CULEX PIPIENS,T017,41.960616,-87.777189,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
7003,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.703736,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
7004,CULEX PIPIENS/RESTUANS,T039,41.911824,-87.726737,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
7005,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
7006,CULEX RESTUANS,T061,41.801179,-87.679447,0,5.9,14.0,210,5.0,0.0,0.7,4,4.3,29.98,29.28,79.0,86,71
